Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48165100,2020,November,Evening,15,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10027.0,148 WEST  129 STREET,WEST  129 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,10 MANHATTAN,1019130054.0,MANHATTAN,999412.0,234743.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.810978100021686,-73.94522779404187,"(40.810978100021686, -73.94522779404188)"
48165101,2020,November,Evening,11,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10462.0,2180 BOLTON STREET,BOLTON STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,11 BRONX,2043170092.0,BRONX,1020586.0,251092.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85578963147769,-73.86864896506286,"(40.85578963147769, -73.86864896506286)"
48165102,2020,November,Evening,19,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463.0,1 JACOBUS PLACE,JACOBUS PLACE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,08 BRONX,1022150339.0,MANHATTAN,1008544.0,258129.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.87514540014392,-73.91215405363715,"(40.875145400143914, -73.91215405363715)"
48165105,2020,November,Evening,0,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10032.0,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,09 MANHATTAN,1020540079.0,MANHATTAN,1000634.0,241478.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.82946158953197,-73.94079691863257,"(40.829461589531974, -73.94079691863257)"
48165106,2020,November,Evening,16,,,,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10031.0,1616 AMSTERDAM AVENUE,AMSTERDAM AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,0,09 MANHATTAN,1020710036.0,MANHATTAN,998059.0,238698.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.82183568302372,-73.95010732151044,"(40.82183568302372, -73.95010732151046)"
48165107,2020,November,Evening,17,2020,November,Evening,2,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),nan,11385.0,72-04 FOREST AVENUE,FOREST AVENUE,STEPHEN ST,NORMAN ST,nan,nan,ADDRESS,Ridgewood,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2020,November,Evening,2,05 QUEENS,4035760030.0,QUEENS,1012149.0,194321.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.69999904674873,-73.89938357464675,"(40.69999904674873, -73.89938357464675)"
48165109,2020,November,Evening,8,2020,November,Evening,11,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11226.0,629 EAST   17 STREET,EAST   17 STREET,NEWKIRK AVE,FOSTER AVE,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2020,November,Evening,11,14 BROOKLYN,3052170037.0,BROOKLYN,994971.0,170742.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.63531743747123,-73.96137270368094,"(40.63531743747123, -73.96137270368094)"
48165110,2020,November,Evening,18,2020,November,Evening,20,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11417.0,105-28 76 STREET,76 STREET,FULTON STREET LINE,GLENMORE AVE,nan,nan,ADDRESS,Ozone Park,nan,nan,Closed,nan,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2020,November,Evening,20,10 QUEENS,4091230059.0,QUEENS,1022723.0,186580.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.67871215446026,-73.86129320455494,"(40.67871215446026, -73.86129320455494)"
48165111,2020,November,Evening,14,2020,November,Evening,18,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11413.0,141-15 185 STREET,185 STREET,141 AVE,BEND,nan,nan,ADDRESS,Springfield Gardens,nan,nan,Closed,nan,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2020,November,Evening,18,12 QUEENS,4130570041.0,QUEENS,1051129.0,183693.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.670618982724044,-73.75891004157131,"(40.67061898272405, -73.75891004157131)"
48165112,2020,November,Evening,15,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10027.0,148 WEST  129 STREET,WEST  129 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,10 MANHATTAN,1019130054.0,MANHATTAN,999412.0,234743.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.810978100021686,-73.94522779404187,"(40.810978100021686, -73.94522779404188)"
48165113,2020,November,Evening,9,2020,November,Evening,15,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11237.0,1466 MYRTLE AVENUE,MYRTLE AVENUE,MENAHAN ST,GROVE ST,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2020,November,Evening,15,04 BROOKLYN,3033170025.0,BROOKLYN,1007577.0,193973.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.69905710155828,-73.9158734708195,"(40.69905710155828, -73.91587347081952)"
48165114,2020,November,Evening,22,2020,November,Evening,1,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),nan,11435.0,143-09 95 AVENUE,95 AVENUE,143 ST,ALLENDALE ST,nan,nan,ADDRESS,Jamaica,nan,nan,Closed,nan,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2020,November,Evening,1,12 QUEENS,4099920058.0,QUEENS,1037135.0,193442.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.69747235466493,-73.80927986566586,"(40.69747235466493, -73.80927986566586)"
47910883,2020,October,Evening,18,2020,October,Evening,19,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032.0,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST  155 STREET,BEND,WEST  155 STREET,nan,NEW YORK,RIVERSIDE DRIVE,nan,Closed,nan,This complaint does not fall under the Police Department's jurisdiction.,2020,October,Evening,23,12 MANHATTAN,1021340199.0,MANHATTAN,998494.0,243200.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
48165115,2020,November,Evening,6,2020,November,Evening,12,DSNY,Bronx 05,Derelict Vehicles,14 Derelict Vehicles,Street,10453.0,163 BUSH STREET,BUSH STREET,CRESTON AVENUE,GRAND CONCOURSE,nan,nan,ADDRESS,BRONX,nan,DSNY Garage,Closed,nan,"The Department of Sanitation investigated and the vehicle owner claimed the vehicle, therefore it could not be classified as abandoned and derelict.",2020,November,Evening,12,05 BRONX,2028080074.0,BRONX,1010482.0,249650.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85186757587861,-73.90517953109122,"(40.85186757587861, -73.90517953109122)"
48165116,2020,November,Evening,17,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11207.0,618 MILLER AVENUE,MILLER AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,05 BROOKLYN,3038270028.0,BROOKLYN,1014952.0,181654.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.66522176300215,-73.88933241220752,"(40.665221763002144, -73.88933241220751)"
48165117,2020,November,Evening,16,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455.0,810 EAST  152 STREET,EAST  152 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2020,November,Evening,0,01 BRONX,2026640061.0,BRONX,1010491.0,236376.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.81543426643895,-73.90519892617156,"(40.81543426643895, -73.90519892617156)"
48165123,2020,November,Evening,11,2020,November,Evening,8,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10035.0,240 EAST  119 STREET,EAST  119 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,8,11 MANHATTAN,1017830029.0,MANHATTAN,1001524.0,230549.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.79946285066707,-73.93760905980378,"(40.79946285066707, -73.93760905980378)"
48165124,2020,November,Evening,20,2020,November,Evening,9,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),nan,10314.0,191 PARKVIEW LOOP,PARKVIEW LOOP,BEND,DEBBIE ST,nan,nan,ADDRESS,STATEN ISLAND,nan,nan,Closed,nan,The Department of Environmental Protection investigated the complaint and determined that the condition is the responsibility of the home or business owner.,2020,November,Evening,9,02 STATEN ISLAND,5015527501.0,STATEN ISLAND,940637.0,161529.0,ONLINE,Unspecified,STATEN ISLAND,nan,nan,nan,nan,nan,nan,nan,40.60992883707862,-74.15707606000359,"(40.60992883707862, -74.1570760600036)"
48165125,2020,November,Evening,18,2020,November,Evening,20,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),nan,11223.0,2433 EAST    2 STREET,EAST    2 STREET,AVENUE X,AVENUE Y,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2020,November,Evening,20,15 BROOKLYN,3071980065.0,BROOKLYN,993079.0,154212.0,ONLINE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.58994808618489,-73.96821110974889,"(40.58994808618489, -73.96821110974889)"
48165127,2020,November,Evening,12,,,,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10032.0,25 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,12 MANHATTAN,1021360075.0,MANHATTAN,999555.0,243856.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.83599044961439,-73.94469042537881,"(40.835990449614386, -73.94469042537882)"
48165128,2020,November,Evening,22,2020,November,Evening,17,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10031.0,1802 AMSTERDAM AVENUE,AMSTERDAM AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2020,November,Evening,17,09 MANHATTAN,1020810030.0,MANHATTAN,999300.0,240934.0,PHONE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.82797083922032,-73.94561850576311,"(40.82797083922032, -73.94561850576311)"
48165129,2020,November,Evening,13,,,,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11219.0,5501 15 AVENUE,15 AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,12 BROOKLYN,3054880004.0,BROOKLYN,986668.0,168408.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.62891725965883,-73.9912888869822,"(40.62891725965883, -73.9912888869822)"
48165131,2020,November,Evening,13,2020,November,Evening,13,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),nan,11364.0,69-09 210 STREET,210 STREET,69 AVE,73 AVE,nan,nan,ADDRESS,Oakland Gardens,nan,nan,Closed,nan,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2020,November,Evening,13,11 QUEENS,4076330250.0,QUEENS,1049594.0,209129.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.74044601493152,-73.76419665744305,"(40.74044601493152, -73.76419665744305)"
48165133,2020,November,Evening,12,,,,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10458.0,343 EAST  195 STREET,EAST  195 STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,07 BRONX,2032830001.0,BRONX,1014721.0,254503.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.865173982785024,-73.88983482652165,"(40.86517398278502, -73.88983482652166)"
46061332,2020,April,Night,21,2020,April,Night,21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10461.0,1511 ROSELLE STREET,ROSELLE STREET,SILVER STREET,POPLAR STREET,SILVER STREET,POPLAR STREET,nan,BRONX,ROSELLE STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,1,11 BRONX,nan,BRONX,1026398.0,246700.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.843709075497095,-73.84766681089081,"(40.843709075497095, -73.84766681089081)"
46061333,2020,April,Night,20,2020,April,Night,21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466.0,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,nan,BRONX,EAST  230 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,1,12 BRONX,2048330028.0,BRONX,1022911.0,264242.0,MOBILE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
46061334,2020,April,Night,20,2020,April,Night,21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10030.0,125 WEST  138 STREET,WEST  138 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,nan,NEW YORK,WEST  138 STREET,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,1,10 MANHATTAN,1020070015.0,MANHATTAN,1000566.0,236832.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.81670976468384,-73.94105393159833,"(40.816709764683836, -73.94105393159835)"
46061335,2020,April,Night,21,2020,April,Night,21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452.0,1075 GRAND CONCOURSE,GRAND CONCOURSE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,nan,BRONX,GRAND CONCOURSE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,1,04 BRONX,2024720011.0,BRONX,1006344.0,242206.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.83144730201021,-73.92016162115374,"(40.831447302010204, -73.92016162115374)"
48035158,2020,October,Night,13,2020,November,Morning,12,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11207.0,586 LIBERTY AVENUE,LIBERTY AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Morning,12,05 BROOKLYN,3039810010.0,BROOKLYN,1015299.0,185452.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.675645205073145,-73.88806413294066,"(40.67564520507314, -73.88806413294066)"
